,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
Radioactive___Imagine Dragons,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,audio_features,4G8gkOterJn0Ywt6uhqbhp,spotify:track:4G8gkOterJn0Ywt6uhqbhp,https://api.spotify.com/v1/tracks/4G8gkOterJn0Ywt6uhqbhp,https://api.spotify.com/v1/audio-analysis/4G8gkOterJn0Ywt6uhqbhp,186813,4,Night Visions,6htgf3qv7vGcsdxLCDxKp8
Dusk___Garoad,0.258,0.437,11,-6.593,0,0.039,0.101,1.27e-06,0.106,0.0967,180.043,audio_features,1j4kHkkpqZRBwE0A4CN4Yv,spotify:track:1j4kHkkpqZRBwE0A4CN4Yv,https://api.spotify.com/v1/tracks/1j4kHkkpqZRBwE0A4CN4Yv,https://api.spotify.com/v1/audio-analysis/1j4kHkkpqZRBwE0A4CN4Yv,239000,4,Dusk Till Dawn (Radio Edit),5l5gR4rh26QI3fijGFTDrp
Basstrain___Sub Zero Project,0.396,0.761,1,-7.625,1,0.129,0.000244,6.01e-05,0.328,0.256,74.926,audio_features,5H577aV0p0inKCzqCqnsXY,spotify:track:5H577aV0p0inKCzqCqnsXY,https://api.spotify.com/v1/tracks/5H577aV0p0inKCzqCqnsXY,https://api.spotify.com/v1/audio-analysis/5H577aV0p0inKCzqCqnsXY,169608,4,Basstrain,5R5splpq1WQXq7XJQ149Ji
It Wasn't Me___Shaggy,0.853,0.606,0,-4.596,1,0.0713,0.0561,0,0.313,0.654,94.759,audio_features,3WkibOpDF7cQ5xntM1epyf,spotify:track:3WkibOpDF7cQ5xntM1epyf,https://api.spotify.com/v1/tracks/3WkibOpDF7cQ5xntM1epyf,https://api.spotify.com/v1/audio-analysis/3WkibOpDF7cQ5xntM1epyf,227600,4,Hot Shot,3MT88SSyxQGbqYXj4LVk3b
Don't Hurt (feat. Brezy)___Mike Williams,0.648,0.78,1,-6.065,0,0.041,0.035,4.31e-05,0.182,0.307,128.004,audio_features,0dfy8LYDzGRC2TMMde0vex,spotify:track:0dfy8LYDzGRC2TMMde0vex,https://api.spotify.com/v1/tracks/0dfy8LYDzGRC2TMMde0vex,https://api.spotify.com/v1/audio-analysis/0dfy8LYDzGRC2TMMde0vex,215625,4,Don't Hurt (feat. Brezy),2D2QBvtnhYh8z3cOlKfvwZ
Sweet Escape___Alesso,0.572,0.839,2,-3.865,1,0.0397,0.0721,1.74e-06,0.197,0.516,126.029,audio_features,6vPJvkEuWZPcv58NnQ3dBR,spotify:track:6vPJvkEuWZPcv58NnQ3dBR,https://api.spotify.com/v1/tracks/6vPJvkEuWZPcv58NnQ3dBR,https://api.spotify.com/v1/audio-analysis/6vPJvkEuWZPcv58NnQ3dBR,232533,4,Forever,0tRVSbmOwilUucqjzU0fQw
Alone___Alan Walker,0.67,0.668,3,-4.306,0,0.0422,0.536,0,0.133,0.608,88.033,audio_features,0bMbDctzMmTyK2j74j3nF3,spotify:track:0bMbDctzMmTyK2j74j3nF3,https://api.spotify.com/v1/tracks/0bMbDctzMmTyK2j74j3nF3,https://api.spotify.com/v1/audio-analysis/0bMbDctzMmTyK2j74j3nF3,179053,4,"Alone, Pt. II",700MviIgFKNTldTXmOAFOr
In My Fantasy___Lucas Estrada,0.801,0.545,11,-6.748,0,0.0326,0.29,0.0595,0.0685,0.562,120.023,audio_features,7azdWyynyvzWS4U9yuCuBm,spotify:track:7azdWyynyvzWS4U9yuCuBm,https://api.spotify.com/v1/tracks/7azdWyynyvzWS4U9yuCuBm,https://api.spotify.com/v1/audio-analysis/7azdWyynyvzWS4U9yuCuBm,171793,4,In My Fantasy,5RUgWoMzTjUDLzIzmmErkz
Another Heaven___いとうかなこ,0.436,0.506,11,-6.58,1,0.0263,0.118,0,0.0833,0.0791,79.001,audio_features,1R1Kh3CwdPY7FrhkNvyEpS,spotify:track:1R1Kh3CwdPY7FrhkNvyEpS,https://api.spotify.com/v1/tracks/1R1Kh3CwdPY7FrhkNvyEpS,https://api.spotify.com/v1/audio-analysis/1R1Kh3CwdPY7FrhkNvyEpS,271680,4,ChaosAttractor,0yHtsepi9vEUIxuHq5ohz7
"Kamado Tanjirou no Uta (From ""Demon Slayer: Kimetsu no Yaiba"")___Akano",0.421,0.328,2,-8.941,0,0.0324,0.588,2.9e-06,0.097,0.159,151.846,audio_features,0NsMgzCzCuedQKqIWSOF34,spotify:track:0NsMgzCzCuedQKqIWSOF34,https://api.spotify.com/v1/tracks/0NsMgzCzCuedQKqIWSOF34,https://api.spotify.com/v1/audio-analysis/0NsMgzCzCuedQKqIWSOF34,328549,4,"Kamado Tanjirou no Uta (From ""Demon Slayer: Kimetsu no Yaiba"") [Full Version]",5lIrzPwWPoJyyOMXJDZwAr
"當年情 - 電影 ""英雄本色"" 主題曲___Leslie Cheung",0.497,0.391,0,-13.104,0,0.0393,0.115,0.00184,0.0894,0.192,79.749,audio_features,5rq0xnLBXZtNq1YYELpK4j,spotify:track:5rq0xnLBXZtNq1YYELpK4j,https://api.spotify.com/v1/tracks/5rq0xnLBXZtNq1YYELpK4j,https://api.spotify.com/v1/audio-analysis/5rq0xnLBXZtNq1YYELpK4j,255280,4,哥哥情歌,7bzBcjZ6AgbR9eXcBIEQnX
Blast Off - Radio Edit___David Guetta,0.656,0.993,4,-1.702,1,0.18,0.00255,2.49e-06,0.197,0.128,127.938,audio_features,4oEcoHOoHYAErA3Tbc0EoW,spotify:track:4oEcoHOoHYAErA3Tbc0EoW,https://api.spotify.com/v1/tracks/4oEcoHOoHYAErA3Tbc0EoW,https://api.spotify.com/v1/audio-analysis/4oEcoHOoHYAErA3Tbc0EoW,187932,4,Listen Again,7bpWEp24oHgUs08ImjakfU
The Moment (Novell)___Nicky Romero,0.528,0.563,3,-6.077,0,0.0318,0.0625,0,0.305,0.197,125.99,audio_features,4tiSW9CzKbr9gDoPdx3hHF,spotify:track:4tiSW9CzKbr9gDoPdx3hHF,https://api.spotify.com/v1/tracks/4tiSW9CzKbr9gDoPdx3hHF,https://api.spotify.com/v1/audio-analysis/4tiSW9CzKbr9gDoPdx3hHF,200791,4,The Moment (Novell),1HVqHGjLYkcVMuoqM6UIac
San Francisco (feat. Sofia Carson)___Galantis,0.741,0.689,4,-4.946,1,0.0447,0.0305,0,0.112,0.655,110.06,audio_features,7y7fPt0Tbv7IW4NLjrIpG4,spotify:track:7y7fPt0Tbv7IW4NLjrIpG4,https://api.spotify.com/v1/tracks/7y7fPt0Tbv7IW4NLjrIpG4,https://api.spotify.com/v1/audio-analysis/7y7fPt0Tbv7IW4NLjrIpG4,154877,4,San Francisco (with Sofia Carson),3EikTXXdzsTZBUCNljcsu5
Shooting Star___TeddyLoid,0.622,0.497,5,-9.022,1,0.114,0.546,0,0.33,0.653,166.887,audio_features,56NOpqNDllMtCgV42qK0Vu,spotify:track:56NOpqNDllMtCgV42qK0Vu,https://api.spotify.com/v1/tracks/56NOpqNDllMtCgV42qK0Vu,https://api.spotify.com/v1/audio-analysis/56NOpqNDllMtCgV42qK0Vu,183850,3,Shooting Star,3pZ7CA6buIyUbzGLAVCeQx
Now Or Never - R3hab Remix___Halsey,0.616,0.715,9,-4.711,1,0.0494,0.00501,2.11e-06,0.178,0.291,104.961,audio_features,34mowgpYk8cnLLiIvEzWBm,spotify:track:34mowgpYk8cnLLiIvEzWBm,https://api.spotify.com/v1/tracks/34mowgpYk8cnLLiIvEzWBm,https://api.spotify.com/v1/audio-analysis/34mowgpYk8cnLLiIvEzWBm,184714,4,Now Or Never (R3hab Remix),4H8vfRpNpOCKOOx1pXfReu
Belong - Axwell & Years Remode Edit___Axwell,0.535,0.882,6,-3.104,1,0.0389,0.0265,0,0.104,0.228,127.957,audio_features,4GqVasDFNvA8YCF1nG9M6a,spotify:track:4GqVasDFNvA8YCF1nG9M6a,https://api.spotify.com/v1/tracks/4GqVasDFNvA8YCF1nG9M6a,https://api.spotify.com/v1/audio-analysis/4GqVasDFNvA8YCF1nG9M6a,217500,4,Belong,4RtHisQLrmWxNhnG9tTGzp
Every Day Is Night (Familyjules Arrange) [Bonus Track]___Garoad,0.347,0.608,5,-11.831,1,0.0589,1.95e-06,0.967,0.388,0.204,112.815,audio_features,2JIonDU8SzYI7oxHOB2s7x,spotify:track:2JIonDU8SzYI7oxHOB2s7x,https://api.spotify.com/v1/tracks/2JIonDU8SzYI7oxHOB2s7x,https://api.spotify.com/v1/audio-analysis/2JIonDU8SzYI7oxHOB2s7x,227271,4,Va-11 Hall-a Ex: Bonus Tracks Collection,5TqkGqPOEENmf45WbwyBUP
Favorite Part Of Me___Astrid S,0.598,0.502,1,-6.273,1,0.0447,0.862,0,0.096,0.403,121.621,audio_features,0cppqb4vQycORHNMxr8DGd,spotify:track:0cppqb4vQycORHNMxr8DGd,https://api.spotify.com/v1/tracks/0cppqb4vQycORHNMxr8DGd,https://api.spotify.com/v1/audio-analysis/0cppqb4vQycORHNMxr8DGd,198391,5,Down Low,585s4f9yrPNsp0G7AkTFDF
Feed the Dada___Dada Life,0.715,0.902,0,-3.664,1,0.185,0.00543,0,0.0971,0.441,128.037,audio_features,5JuOjj6HZO1619LMpHwG8U,spotify:track:5JuOjj6HZO1619LMpHwG8U,https://api.spotify.com/v1/tracks/5JuOjj6HZO1619LMpHwG8U,https://api.spotify.com/v1/audio-analysis/5JuOjj6HZO1619LMpHwG8U,183750,4,The Rules of Dada,3Xm70H5up3GvOqcwwbkxrw
Nothing Matters Then We Die___Trove,0.608,0.383,5,-10.209,1,0.0361,0.852,0.000723,0.117,0.596,67.528,audio_features,4hmlc6UiOUFEzMars1eWPV,spotify:track:4hmlc6UiOUFEzMars1eWPV,https://api.spotify.com/v1/tracks/4hmlc6UiOUFEzMars1eWPV,https://api.spotify.com/v1/audio-analysis/4hmlc6UiOUFEzMars1eWPV,172024,4,Pity Party,1Xx41y4UwwW2wrU7XGqBf0
Follow the Trail___Garoad,0.74,0.592,10,-13.922,0,0.042,0.0211,0.847,0.0944,0.326,116.982,audio_features,6cc57pjnzRSdF7G51Ewbej,spotify:track:6cc57pjnzRSdF7G51Ewbej,https://api.spotify.com/v1/tracks/6cc57pjnzRSdF7G51Ewbej,https://api.spotify.com/v1/audio-analysis/6cc57pjnzRSdF7G51Ewbej,170769,4,VA-11 Hall-A: Prologue (Orignal Soundtrack: Sounds from the Future),3m4tfKRhqB9e4Lz5nBDxPh
Red Lipstick___Rihanna,0.517,0.695,11,-7.659,0,0.118,0.0649,0,0.649,0.309,139.95,audio_features,7rRsnDjtKcdrlEesPlw9CF,spotify:track:7rRsnDjtKcdrlEesPlw9CF,https://api.spotify.com/v1/tracks/7rRsnDjtKcdrlEesPlw9CF,https://api.spotify.com/v1/audio-analysis/7rRsnDjtKcdrlEesPlw9CF,217440,4,Talk That Talk (Deluxe),3sW7wD2qdMjs7KncaOoIJ5
Be Right There___Diplo,0.695,0.797,7,-5.199,1,0.0548,0.00259,0.112,0.664,0.297,124.972,audio_features,2egKQvoHiCJyHXn8lRlsrl,spotify:track:2egKQvoHiCJyHXn8lRlsrl,https://api.spotify.com/v1/tracks/2egKQvoHiCJyHXn8lRlsrl,https://api.spotify.com/v1/audio-analysis/2egKQvoHiCJyHXn8lRlsrl,237051,4,Be Right There,6XKPE44gfP58IM9PD28YBB
Quiet air___阿保 剛,0.429,0.0746,4,-19.307,1,0.0364,0.962,0.818,0.12,0.101,89.941,audio_features,6dD0iCmtE3sm93eDrIdsiS,spotify:track:6dD0iCmtE3sm93eDrIdsiS,https://api.spotify.com/v1/tracks/6dD0iCmtE3sm93eDrIdsiS,https://api.spotify.com/v1/audio-analysis/6dD0iCmtE3sm93eDrIdsiS,115227,4,STEINS;GATE Original Soundtrack,2umS0pLz0t9Uko3X2X928C
Split (Only U)___Tiësto,0.634,0.927,1,-3.282,1,0.136,0.048,0.687,0.0864,0.35,128.016,audio_features,1Q4jb2UjtWUDUojHsB8mLY,spotify:track:1Q4jb2UjtWUDUojHsB8mLY,https://api.spotify.com/v1/tracks/1Q4jb2UjtWUDUojHsB8mLY,https://api.spotify.com/v1/audio-analysis/1Q4jb2UjtWUDUojHsB8mLY,256641,4,Split (Only U),0WTYsW1iJz4NQqdclJ4gcd
Where Are Ü Now (with Justin Bieber) - Marshmello Remix___Jack Ü,0.572,0.863,8,-4.128,1,0.0424,0.00266,0.000307,0.127,0.475,141.919,audio_features,5ScMaEiUXf9BATTbDKNFq8,spotify:track:5ScMaEiUXf9BATTbDKNFq8,https://api.spotify.com/v1/tracks/5ScMaEiUXf9BATTbDKNFq8,https://api.spotify.com/v1/audio-analysis/5ScMaEiUXf9BATTbDKNFq8,206197,4,Where Are Ü Now (with Justin Bieber) [Remixes],0hHoUwwrXL79lSEcRy82vO
In The Middle___Alesso,0.751,0.92,9,-5.618,0,0.0964,0.00504,0.00302,0.127,0.633,122.991,audio_features,7JHdotEeGSIbtFuo4dVvsC,spotify:track:7JHdotEeGSIbtFuo4dVvsC,https://api.spotify.com/v1/tracks/7JHdotEeGSIbtFuo4dVvsC,https://api.spotify.com/v1/audio-analysis/7JHdotEeGSIbtFuo4dVvsC,148189,4,In The Middle,23yCVntK9nAjsZXHqX6hGS
Fatima (Steins Gate 0)___Miura Jam,0.357,0.967,1,-2.196,0,0.196,0.0742,2.83e-05,0.118,0.556,178.928,audio_features,01Rv2HR8q57SRT4TRLhKOR,spotify:track:01Rv2HR8q57SRT4TRLhKOR,https://api.spotify.com/v1/tracks/01Rv2HR8q57SRT4TRLhKOR,https://api.spotify.com/v1/audio-analysis/01Rv2HR8q57SRT4TRLhKOR,240760,4,Fatima (Steins Gate 0),2Bo8DyxmELz3ctv8m30wCW
Lose You To Love Me___Selena Gomez,0.488,0.343,4,-8.985,1,0.0436,0.556,0,0.21,0.0978,102.819,audio_features,4l0Mvzj72xxOpRrp6h8nHi,spotify:track:4l0Mvzj72xxOpRrp6h8nHi,https://api.spotify.com/v1/tracks/4l0Mvzj72xxOpRrp6h8nHi,https://api.spotify.com/v1/audio-analysis/4l0Mvzj72xxOpRrp6h8nHi,206459,4,Rare,3YPFaTR7WMi1Hd4NVKdCJx
2U - R3HAB Remix___David Guetta,0.5,0.647,8,-6.355,0,0.0357,0.00208,0,0.313,0.341,144.978,audio_features,1it1iSpYnQh1K2k6vIiVIw,spotify:track:1it1iSpYnQh1K2k6vIiVIw,https://api.spotify.com/v1/tracks/1it1iSpYnQh1K2k6vIiVIw,https://api.spotify.com/v1/audio-analysis/1it1iSpYnQh1K2k6vIiVIw,156773,4,2U (R3HAB Remix),4zjmGlYdldTbKzJDbep925
Interlude : Set me free___Agust D,0.31,0.416,5,-10.429,1,0.0346,0.0755,3.34e-05,0.18,0.207,129.925,audio_features,3wS2dXzQw58b1e3AR8YStR,spotify:track:3wS2dXzQw58b1e3AR8YStR,https://api.spotify.com/v1/tracks/3wS2dXzQw58b1e3AR8YStR,https://api.spotify.com/v1/audio-analysis/3wS2dXzQw58b1e3AR8YStR,140199,4,D-2,0zhGddZ83RpCgnelKWa2qS
Beautiful Now___Zedd,0.628,0.833,11,-4.126,0,0.0282,0.0079,1.48e-05,0.074,0.56,128.003,audio_features,2ISSQPb9LHHiV6ng2NXosL,spotify:track:2ISSQPb9LHHiV6ng2NXosL,https://api.spotify.com/v1/tracks/2ISSQPb9LHHiV6ng2NXosL,https://api.spotify.com/v1/audio-analysis/2ISSQPb9LHHiV6ng2NXosL,218293,4,True Colors,4jKdXIJckKh7la6xHuKwRT
Cannonball (Earthquake)___Showtek,0.659,0.885,5,-5.586,0,0.0502,0.00989,0.137,0.506,0.744,127.963,audio_features,2y5lOo1TNIQJIDBc1EDtPX,spotify:track:2y5lOo1TNIQJIDBc1EDtPX,https://api.spotify.com/v1/tracks/2y5lOo1TNIQJIDBc1EDtPX,https://api.spotify.com/v1/audio-analysis/2y5lOo1TNIQJIDBc1EDtPX,212152,4,Cannonball (Earthquake),4lmaksRskap9DpCgvqSQXO
Mayhem Dressed in a Suit___Gustaf Grefberg,0.372,0.674,2,-16.751,1,0.0636,0.47,0.86,0.29,0.324,79.713,audio_features,0pRRuoCWR6zRfL3m1dOKf8,spotify:track:0pRRuoCWR6zRfL3m1dOKf8,https://api.spotify.com/v1/tracks/0pRRuoCWR6zRfL3m1dOKf8,https://api.spotify.com/v1/audio-analysis/0pRRuoCWR6zRfL3m1dOKf8,186069,4,"Payday 2 Remastered (Official Soundtrack), Vol. 1",3vRxcJ43dTDDx5a77ccgxW
If I Lose Myself - Alesso vs OneRepublic___OneRepublic,0.523,0.782,2,-4.846,1,0.041,0.219,1.03e-05,0.133,0.164,125.998,audio_features,1hZk9dktp4yRFTm0TrycuH,spotify:track:1hZk9dktp4yRFTm0TrycuH,https://api.spotify.com/v1/tracks/1hZk9dktp4yRFTm0TrycuH,https://api.spotify.com/v1/audio-analysis/1hZk9dktp4yRFTm0TrycuH,214813,4,Native,2bbhW5ifCwOYM8DMkqoYBF
We Are Your Friends - Organ Donors Remix___Exodus,0.648,0.902,4,-2.832,0,0.257,0.0417,0.03,0.217,0.361,128.19,audio_features,78GS3v0M6DcTtPRVZ2Mn6r,spotify:track:78GS3v0M6DcTtPRVZ2Mn6r,https://api.spotify.com/v1/tracks/78GS3v0M6DcTtPRVZ2Mn6r,https://api.spotify.com/v1/audio-analysis/78GS3v0M6DcTtPRVZ2Mn6r,306051,4,We Are Your Friends (Remixes) Part 1,4VYiJWUsST0f4baCgUNb8F
"Kawaki wo Ameku (From ""Domestic na Kanojo"")___Miura Jam",0.594,0.919,9,-3.057,1,0.0912,0.0543,0.000968,0.0845,0.618,130.12,audio_features,7bXcoCQy0g2M7i7B4iAUGG,spotify:track:7bXcoCQy0g2M7i7B4iAUGG,https://api.spotify.com/v1/tracks/7bXcoCQy0g2M7i7B4iAUGG,https://api.spotify.com/v1/audio-analysis/7bXcoCQy0g2M7i7B4iAUGG,248229,4,"Kawaki wo Ameku (From ""Domestic na Kanojo"")",5vycaI4MaOPi0JE6aAbORt
All Alone With You___EGOIST,0.26,0.67,11,-4.682,1,0.0407,0.0802,0.00467,0.192,0.343,143.71,audio_features,1aj26XjpxbDlxAXtrpGrRv,spotify:track:1aj26XjpxbDlxAXtrpGrRv,https://api.spotify.com/v1/tracks/1aj26XjpxbDlxAXtrpGrRv,https://api.spotify.com/v1/audio-analysis/1aj26XjpxbDlxAXtrpGrRv,350320,4,All Alone With You,2zAD3wJcCvLvIVQtUIL3Fe
Lift Me Up (feat. Carla Monroe)___Oliver Heldens,0.579,0.784,5,-4.686,1,0.0659,0.0426,0.0235,0.317,0.562,125.122,audio_features,0vK80mtYypq4dAwQelZ2Dh,spotify:track:0vK80mtYypq4dAwQelZ2Dh,https://api.spotify.com/v1/tracks/0vK80mtYypq4dAwQelZ2Dh,https://api.spotify.com/v1/audio-analysis/0vK80mtYypq4dAwQelZ2Dh,177120,4,Lift Me Up (feat. Carla Monroe),1Ni9k0BcpXn2cUWsquLqLV
Blah Blah Blah___Armin van Buuren,0.612,0.963,5,-3.912,0,0.0531,0.00897,0.00378,0.294,0.179,138.009,audio_features,1moFkZDqcjQNeXtyoanLHv,spotify:track:1moFkZDqcjQNeXtyoanLHv,https://api.spotify.com/v1/tracks/1moFkZDqcjQNeXtyoanLHv,https://api.spotify.com/v1/audio-analysis/1moFkZDqcjQNeXtyoanLHv,183519,4,Balance,5cqwXF2j9LkvFInBFlnQd3
Stuck with U (with Justin Bieber)___Ariana Grande,0.597,0.45,8,-6.658,1,0.0418,0.223,0,0.382,0.537,178.765,audio_features,4HBZA5flZLE435QTztThqH,spotify:track:4HBZA5flZLE435QTztThqH,https://api.spotify.com/v1/tracks/4HBZA5flZLE435QTztThqH,https://api.spotify.com/v1/audio-analysis/4HBZA5flZLE435QTztThqH,228482,3,Stuck with U,5mUdh6YWnUvf0MfklEk1oi
Done With Love___Zedd,0.579,0.759,2,-5.584,0,0.0386,0.06,0.000138,0.117,0.127,127.875,audio_features,0qlAureWHln3vDCsqnkyRE,spotify:track:0qlAureWHln3vDCsqnkyRE,https://api.spotify.com/v1/tracks/0qlAureWHln3vDCsqnkyRE,https://api.spotify.com/v1/audio-analysis/0qlAureWHln3vDCsqnkyRE,296280,4,True Colors,4jKdXIJckKh7la6xHuKwRT
Opr___Gesaffelstein,0.748,0.548,6,-5.447,0,0.0654,0.00268,0.788,0.196,0.193,101.033,audio_features,4aT9Pm5jhQBepwqyyuNbTT,spotify:track:4aT9Pm5jhQBepwqyyuNbTT,https://api.spotify.com/v1/tracks/4aT9Pm5jhQBepwqyyuNbTT,https://api.spotify.com/v1/audio-analysis/4aT9Pm5jhQBepwqyyuNbTT,233966,4,Conspiracy Pt.2,4AzodrqIKD56B4sUMb5yqw
imitation___タイナカ サチ,0.455,0.985,4,-2.528,0,0.0858,0.00201,0,0.428,0.584,167.937,audio_features,74Bj4jRiOuoUV2pstqDhwB,spotify:track:74Bj4jRiOuoUV2pstqDhwB,https://api.spotify.com/v1/tracks/74Bj4jRiOuoUV2pstqDhwB,https://api.spotify.com/v1/audio-analysis/74Bj4jRiOuoUV2pstqDhwB,297333,4,ricordanza - Fate/stay night TV song collection -,0JzqNHs7e3yFP5xGl1qerG
*〜アスタリスク〜___ORANGE RANGE,0.565,0.945,5,-4.78,1,0.05,0.0618,0.00456,0.357,0.617,127.877,audio_features,706e7n479uUY8Q46jGAnaA,spotify:track:706e7n479uUY8Q46jGAnaA,https://api.spotify.com/v1/tracks/706e7n479uUY8Q46jGAnaA,https://api.spotify.com/v1/audio-analysis/706e7n479uUY8Q46jGAnaA,257013,4,All the Singles,38vsrgcwNmrNgF3fBLsIgh
Rush B___Uamee,0.685,0.951,0,-6.561,1,0.0952,0.103,0.561,0.379,0.506,159.984,audio_features,3c1I3WEZaPBxNjkQMdWMfN,spotify:track:3c1I3WEZaPBxNjkQMdWMfN,https://api.spotify.com/v1/tracks/3c1I3WEZaPBxNjkQMdWMfN,https://api.spotify.com/v1/audio-analysis/3c1I3WEZaPBxNjkQMdWMfN,120766,4,Top Shelf Hardbass,73CQ7rDwkb8cNKZbLGiLtm
Ain't My Fault - R3hab Remix___Zara Larsson,0.67,0.847,9,-3.723,1,0.043,0.0156,0,0.22,0.613,150.109,audio_features,3YPlsrk0Voe8AOa1jyN891,spotify:track:3YPlsrk0Voe8AOa1jyN891,https://api.spotify.com/v1/tracks/3YPlsrk0Voe8AOa1jyN891,https://api.spotify.com/v1/audio-analysis/3YPlsrk0Voe8AOa1jyN891,158773,4,Ain't My Fault (R3hab Remix),2GmlMoRLlTxdQHpgrgaeAT
달라달라 (DALLA DALLA)___ITZY,0.79,0.853,11,-4.564,0,0.0665,0.00116,4.23e-05,0.329,0.713,124.998,audio_features,0GU5GuJQQEnnREO2FxnVPT,spotify:track:0GU5GuJQQEnnREO2FxnVPT,https://api.spotify.com/v1/tracks/0GU5GuJQQEnnREO2FxnVPT,https://api.spotify.com/v1/audio-analysis/0GU5GuJQQEnnREO2FxnVPT,199874,4,IT'z Different,0fUJLlrsG1MpTHr3MxPN9C
Slow___SHY Martin,0.636,0.243,2,-9.509,1,0.04,0.815,0,0.111,0.239,142.016,audio_features,1Ia95g66IhlAJ3qVI4qI8W,spotify:track:1Ia95g66IhlAJ3qVI4qI8W,https://api.spotify.com/v1/tracks/1Ia95g66IhlAJ3qVI4qI8W,https://api.spotify.com/v1/audio-analysis/1Ia95g66IhlAJ3qVI4qI8W,163547,4,Slow,6u4ZwK6xSWHhREBVzhjQg6
Let Me Love You - Don Diablo Remix___DJ Snake,0.671,0.848,0,-3.202,0,0.0779,0.0107,0.000198,0.122,0.292,125.941,audio_features,7A0kyzZwkyztNsNeEsTiPX,spotify:track:7A0kyzZwkyztNsNeEsTiPX,https://api.spotify.com/v1/tracks/7A0kyzZwkyztNsNeEsTiPX,https://api.spotify.com/v1/audio-analysis/7A0kyzZwkyztNsNeEsTiPX,266680,4,Let Me Love You (Don Diablo Remix),3GyyvuNPgPYIJ3hbISonWs
Revenge (feat. Eminem)___P!nk,0.725,0.749,10,-7.474,0,0.356,0.0452,0,0.175,0.761,87.03,audio_features,3OEer2dQj1eWhSqxatGiru,spotify:track:3OEer2dQj1eWhSqxatGiru,https://api.spotify.com/v1/tracks/3OEer2dQj1eWhSqxatGiru,https://api.spotify.com/v1/audio-analysis/3OEer2dQj1eWhSqxatGiru,226160,4,Beautiful Trauma,7hwhuEQT4Fp5bzwLlYZtiz
I Won't Let You Down___Matt Nash,0.471,0.712,1,-6.742,0,0.0422,0.01,0.22,0.184,0.146,124.011,audio_features,2nhOcoGRNAhU3bIfCAOPWN,spotify:track:2nhOcoGRNAhU3bIfCAOPWN,https://api.spotify.com/v1/tracks/2nhOcoGRNAhU3bIfCAOPWN,https://api.spotify.com/v1/audio-analysis/2nhOcoGRNAhU3bIfCAOPWN,186290,4,I Won't Let You Down,31goC61Zg3Hy19w3MZdvtW
Turn (feat. Little Daylight)___Cash Cash,0.538,0.748,7,-2.543,0,0.037,0.0263,0,0.125,0.363,127.052,audio_features,333a2kkU8RSWRu0dJT0ngX,spotify:track:333a2kkU8RSWRu0dJT0ngX,https://api.spotify.com/v1/tracks/333a2kkU8RSWRu0dJT0ngX,https://api.spotify.com/v1/audio-analysis/333a2kkU8RSWRu0dJT0ngX,218813,4,"Blood, Sweat & 3 Years",1TgJXcoFJ7BN0NiViN7wtx
隱形的紀念___阿信,0.244,0.579,7,-7.014,1,0.0314,0.385,2.33e-06,0.11,0.315,147.876,audio_features,7MZntt73sRKP0R8kWLo1ba,spotify:track:7MZntt73sRKP0R8kWLo1ba,https://api.spotify.com/v1/tracks/7MZntt73sRKP0R8kWLo1ba,https://api.spotify.com/v1/audio-analysis/7MZntt73sRKP0R8kWLo1ba,300358,4,隱形的紀念,2UH6sHH4pTYptATEts4ri4
Walk Thru Fire___Vicetone,0.639,0.664,5,-4.926,1,0.0357,0.329,1.53e-06,0.382,0.351,116.028,audio_features,2wQ411UQL2MRsdAgPRUstT,spotify:track:2wQ411UQL2MRsdAgPRUstT,https://api.spotify.com/v1/tracks/2wQ411UQL2MRsdAgPRUstT,https://api.spotify.com/v1/audio-analysis/2wQ411UQL2MRsdAgPRUstT,194483,4,Walk Thru Fire,19cloFhfD0cKbMEzUAxugB
La Rouge - Special Track___Red Velvet,0.614,0.842,1,-2.751,1,0.075,0.0814,0,0.0744,0.705,94.907,audio_features,1O7qPyMtudzP3APaOT2OTH,spotify:track:1O7qPyMtudzP3APaOT2OTH,https://api.spotify.com/v1/tracks/1O7qPyMtudzP3APaOT2OTH,https://api.spotify.com/v1/audio-analysis/1O7qPyMtudzP3APaOT2OTH,189813,4,‘The ReVe Festival’ Finale,3rVtm00UfbuzWOewdm4iYM
玻璃之情___Leslie Cheung,0.447,0.276,1,-12.001,0,0.032,0.7,0.00914,0.105,0.185,141.65,audio_features,4mn7RfEeG7b3FfGbs0hud6,spotify:track:4mn7RfEeG7b3FfGbs0hud6,https://api.spotify.com/v1/tracks/4mn7RfEeG7b3FfGbs0hud6,https://api.spotify.com/v1/audio-analysis/4mn7RfEeG7b3FfGbs0hud6,285413,4,一切隨風,20eOURkTza64tKoKgtov3c
Raveolution___Sandro Silva,0.471,0.888,4,-4.05,0,0.109,0.0244,0.0468,0.464,0.371,127.945,audio_features,3zi577X0DUUbQKUcLuTHNb,spotify:track:3zi577X0DUUbQKUcLuTHNb,https://api.spotify.com/v1/tracks/3zi577X0DUUbQKUcLuTHNb,https://api.spotify.com/v1/audio-analysis/3zi577X0DUUbQKUcLuTHNb,163588,4,Raveolution,6RpNpBfHqKAwAfM8kaK4KA
